url,origin,origin_name,name,description,ingredients,made_from,image
http://www.wikidata.org/entity/Q2665744,Argentina,Argentina,humita,"comida tradicional en Chile, Perú, Argentina, Bolivia, Ecuador y Colombia","maíz, cebolla, Ocimum basilicum, mantequilla",Fubá,http://commons.wikimedia.org/wiki/Special:FilePath/Humitas.jpg
http://www.wikidata.org/entity/Q3545686,Argentina,Argentina,mote,nombre genérico de los cereales y legumbres cocidos en agua,,maíz,http://commons.wikimedia.org/wiki/Special:FilePath/Mote%20hervido%2017052010.JPG
http://www.wikidata.org/entity/Q2633627,Argentina,Argentina,Puchero,plato tradicional iberoamericano,,,
http://www.wikidata.org/entity/Q3191108,Argentina,Argentina,Jesuita,postre o dulce de varios países,,,
http://www.wikidata.org/entity/Q109313490,Argentina,Argentina,Niños envueltos,,,,
http://www.wikidata.org/entity/Q6083488,Argentina,Argentina,Postre Balcarce,Dulce argentino,"coco, pasta de almendra, bizcocho, castaña, Nata montada, merengue, dulce de leche, nuez, azúcar glas",,
http://www.wikidata.org/entity/Q5636956,Argentina,Argentina,pantruca,sopa chilena con masas hechas a base de harina de trigo,harina,,
http://www.wikidata.org/entity/Q7158585,Argentina,Argentina,Pebete,,bollo,,
http://www.wikidata.org/entity/Q3228734,Colombia,Colombia,Lechona,,,,
http://www.wikidata.org/entity/Q642702,Colombia,Colombia,Arepa,alimento de origen precolombino presente en la gastronomía de Colombia y Venezuela,,harina de maíz,http://commons.wikimedia.org/wiki/Special:FilePath/Arepitas%20Food%20Macro.jpg
http://www.wikidata.org/entity/Q122808989,Colombia,Colombia,Arepa rellena,Arepa típica de Colombia,"harina de maíz, carne deshebrada, Quesos de Colombia, Chicharrón, guiso, jamón, sal, verdura",,
http://www.wikidata.org/entity/Q412754,Colombia,Colombia,ajiaco,Sopa típica de la Hispanoamérica intertropical,Solanum tuberosum,,
http://www.wikidata.org/entity/Q107306926,Colombia,Colombia,Chocolate Indígena,"nombre propio del chocolate original desde su fuente encontrado antes de 1644, marca comercial de los pueblos originarias",,,
http://www.wikidata.org/entity/Q7367597,Colombia,Colombia,roscón,,,,
http://www.wikidata.org/entity/Q3545686,Colombia,Colombia,mote,nombre genérico de los cereales y legumbres cocidos en agua,,maíz,http://commons.wikimedia.org/wiki/Special:FilePath/Mote%20hervido%2017052010.JPG
http://www.wikidata.org/entity/Q2633627,Colombia,Colombia,Puchero,plato tradicional iberoamericano,,,
http://www.wikidata.org/entity/Q2878791,Colombia,Colombia,changua,plato tradicional bogotano,"Semillas de cilantro, Calado, Papa, leche de vaca, huevo, agua",,
http://www.wikidata.org/entity/Q5796448,Colombia,Colombia,Mute,sopa tradicional colombiana,,,
http://www.wikidata.org/entity/Q5706291,Colombia,Colombia,Arroz atollado,comida típica colombiana,"papa, arroz",,
http://www.wikidata.org/entity/Q116778899,Colombia,Colombia,Chocolate de Cacao,chocolate producido de los granos de Theobroma cacao,,,
http://www.wikidata.org/entity/Q529941,Colombia,Colombia,bocadillo,tipo de dulce,"azúcar de caña, Psidium guajava",,
http://www.wikidata.org/entity/Q3006733,Colombia,Colombia,Cuchuco,,,,
http://www.wikidata.org/entity/Q2839137,Colombia,Colombia,almojábana,"pan, bollo, torta o fritura",,Fubá,http://commons.wikimedia.org/wiki/Special:FilePath/Galguer%C3%ADas%20II.jpg
http://www.wikidata.org/entity/Q120486465,Colombia,Colombia,Polvorosa,Galleta tradicional de Colombia y Venezuela,"maicena, harina de trigo, mantequilla, azúcar, leche de vaca",,
http://www.wikidata.org/entity/Q15941833,Colombia,Colombia,oblea,"Hoja delgada de pan ácimo, de origen medieval",,,
http://www.wikidata.org/entity/Q118189462,Colombia,Colombia,Cuca,"Galleta tradicional de Colombia, Costa Rica, Puerto Rico y Venezuela","panela, harina de trigo, Cinnamomum verum, huevo, Syzygium aromaticum, mantequilla",,
http://www.wikidata.org/entity/Q60825499,Colombia,Colombia,ajiaco,sopa típica de Colombia,,,
http://www.wikidata.org/entity/Q11697503,Colombia,Colombia,Pan de jamón,plato tradicional navideño venezolano,"verde oliva, jamón, pasa, pan",,
http://www.wikidata.org/entity/Q5869561,Colombia,Colombia,friche,,,,
http://www.wikidata.org/entity/Q5371706,Colombia,Colombia,ropa vieja,plato de origen mestizo-hispánico cuyo ingrediente principal es la carne de res,,,
http://www.wikidata.org/entity/Q117459468,Colombia,Colombia,Arepa de choclo,"Comida típica de Colombia, Costa Rica, Ecuador y México","panela, leche de vaca, mantequilla, sal, queso",,
http://www.wikidata.org/entity/Q7130544,Colombia,Colombia,Pandebono,panecillo originario de Colombia,maicena,,
http://www.wikidata.org/entity/Q3980014,Colombia,Colombia,tacacho con cecina,plato tradicional de la selva peruana,,,
http://www.wikidata.org/entity/Q119929812,Colombia,Colombia,Salpicón de frutas,bebida o refresco típico de Colombia y Ecuador,"Citrullus lanatus, cola, Cucumis melo, Carica papaya, zumo, Ananas comosus, plátano",,
http://www.wikidata.org/entity/Q133622195,Colombia,Colombia,Arepa de plátano maduro,Arepa típica de Colombia y Venezuela,plátano de cocinar,,
http://www.wikidata.org/entity/Q5703544,Colombia,Colombia,Arepa de huevo,Arepa típica de la Región Caribe de Colombia,"Fubá, aceite, huevo, sal","huevo, masa de maíz",http://commons.wikimedia.org/wiki/Special:FilePath/Arepa%20de%20huevo%20por%20dentro.jpg
http://www.wikidata.org/entity/Q6009527,Colombia,Colombia,melcocha,dulce español elaborado con la caña de azúcar y que pasó a las Américas con los conquistadores. Posiblemente su origen sea árabe,"panela, limón",,
http://www.wikidata.org/entity/Q5019110,Colombia,Colombia,Caldo de costilla,,carne de res,,
http://www.wikidata.org/entity/Q7198220,Venezuela,Venezuela,Pisca andina,Sopa venezolana,"perejil, Queso de año, caldo",,
http://www.wikidata.org/entity/Q116778899,Venezuela,Venezuela,Chocolate de Cacao,chocolate producido de los granos de Theobroma cacao,,,
http://www.wikidata.org/entity/Q5882405,Venezuela,Venezuela,Golfeado,Pan dulce venezolano,"panela, harina, queso",,
http://www.wikidata.org/entity/Q28134919,Venezuela,Venezuela,Cachito de jamón,Pan relleno de jamón de la gastronomía de Venezuela,,,
http://www.wikidata.org/entity/Q5484363,Venezuela,Venezuela,asado negro,comida típica de Venezuela,"carne de res, vino tinto",,
http://www.wikidata.org/entity/Q6748129,Venezuela,Venezuela,Mandoca,Plato típico de Venezuela,Fubá,"queso, Fubá",http://commons.wikimedia.org/wiki/Special:FilePath/Mandocas%20maracuchas.jpg
http://www.wikidata.org/entity/Q5814975,Venezuela,Venezuela,dulce de lechosa,,,,
http://www.wikidata.org/entity/Q120486465,Venezuela,Venezuela,Polvorosa,Galleta tradicional de Colombia y Venezuela,"leche de vaca, maicena, harina de trigo, mantequilla, azúcar",,
http://www.wikidata.org/entity/Q118189462,Venezuela,Venezuela,Cuca,"Galleta tradicional de Colombia, Costa Rica, Puerto Rico y Venezuela","panela, Cinnamomum verum, harina de trigo, huevo, mantequilla, Syzygium aromaticum",,
http://www.wikidata.org/entity/Q2834371,Venezuela,Venezuela,Tequeño,masa rellena con queso,"harina, sal, queso","queso, masa",http://commons.wikimedia.org/wiki/Special:FilePath/Teque%C3%B1os%20v%C3%A9n%C3%A9zu%C3%A9liens%20%C3%A0%20Arepado%20%28Lyon%29%2C%20avril%202019%20%282%29.jpg
http://www.wikidata.org/entity/Q1025010,Venezuela,Venezuela,Cachapa,platillo venezolano prehispánico de la etnia chaima,maíz,,
http://www.wikidata.org/entity/Q11697503,Venezuela,Venezuela,Pan de jamón,plato tradicional navideño venezolano,"verde oliva, jamón, pasa, pan",,
http://www.wikidata.org/entity/Q5371706,Venezuela,Venezuela,ropa vieja,plato de origen mestizo-hispánico cuyo ingrediente principal es la carne de res,,,
http://www.wikidata.org/entity/Q10357458,Venezuela,Venezuela,panela,dulce hecho con caña de azúcar,azúcar morena,azúcar moreno natural,http://commons.wikimedia.org/wiki/Special:FilePath/Panela.jpg
http://www.wikidata.org/entity/Q60126666,Venezuela,Venezuela,Ensalada de gallina,"La ensalada de gallina es una preparación navideña que junto con el pernil, la hallaca y el pan de jamón conforma el plato navideño de venezuela",,,
http://www.wikidata.org/entity/Q122960943,Venezuela,Venezuela,Panela de San Joaquín,Producto de repostería de Venezuela,,,
http://www.wikidata.org/entity/Q121544620,Venezuela,Venezuela,Pan de queso,pan venezolano,,,
http://www.wikidata.org/entity/Q9185291,Venezuela,Venezuela,casabe de yuca,pan de yuca,"raíz de mandioca, Manihot esculenta",,
http://www.wikidata.org/entity/Q5990243,Venezuela,Venezuela,Majarete,,,"maíz, leche de coco",http://commons.wikimedia.org/wiki/Special:FilePath/MAJARETE.jpg
http://www.wikidata.org/entity/Q642702,Venezuela,Venezuela,Arepa,alimento de origen precolombino presente en la gastronomía de Colombia y Venezuela,,harina de maíz,http://commons.wikimedia.org/wiki/Special:FilePath/Arepitas%20Food%20Macro.jpg
http://www.wikidata.org/entity/Q5878377,Venezuela,Venezuela,cabrito,asado de cabrito ensartado por una barra de metal,,,
http://www.wikidata.org/entity/Q124846713,Venezuela,Venezuela,Guiso de Hallaca,Plato tradicional de Venezuela,"hortaliza, carne",,
http://www.wikidata.org/entity/Q107306926,Venezuela,Venezuela,Chocolate Indígena,"nombre propio del chocolate original desde su fuente encontrado antes de 1644, marca comercial de los pueblos originarias",,,
http://www.wikidata.org/entity/Q3359952,Venezuela,Venezuela,pabellón criollo,plato tradicional de Venezuela,"tajada, frijoles negros, ropa vieja, arroz blanco",,
http://www.wikidata.org/entity/Q133622195,Venezuela,Venezuela,Arepa de plátano maduro,Arepa típica de Colombia y Venezuela,plátano de cocinar,,
http://www.wikidata.org/entity/Q3085085,Venezuela,Venezuela,hallaca,plato navideño tradicional de Venezuela elaborado con masa de maíz,"pimienta negra, semilla de comino, ajo, aceite vegetal, cebolla, huevo duro, tomate, morrón, alcaparra, laurel, pimentón, oliva, almendra, Bixa orellana, vinagre, chorizo, pasa, maíz, sal, carne, vino",Fubá,http://commons.wikimedia.org/wiki/Special:FilePath/Hallacas%20con%20pan%20de%20jamon%2C%20plato%20Venezuelano.jpg
http://www.wikidata.org/entity/Q3545686,Venezuela,Venezuela,mote,nombre genérico de los cereales y legumbres cocidos en agua,,maíz,http://commons.wikimedia.org/wiki/Special:FilePath/Mote%20hervido%2017052010.JPG
http://www.wikidata.org/entity/Q6037556,Venezuela,Venezuela,Naiboa,Plato de Venezuela,"panela, casabe de yuca",,
http://www.wikidata.org/entity/Q2890029,Perú,Perú,Charquicán,plato tradicional de la región de los Andes,charqui,,
http://www.wikidata.org/entity/Q87834609,Perú,Perú,shurumbo,plato peruano,,,
http://www.wikidata.org/entity/Q3895837,Perú,Perú,jalea,fritura de pescado y marisco típica de Perú,"salsa criolla, pescado, ají amarillo, producto del mar, Manihot esculenta",,
http://www.wikidata.org/entity/Q5032256,Perú,Perú,canelazo,,,,
http://www.wikidata.org/entity/Q2735024,Perú,Perú,anticucho,plato sudamericano cuyos ingredientes se ensartan en un palo,"Capsicum chinense, casquería, carne",carne,http://commons.wikimedia.org/wiki/Special:FilePath/Anticucho%20del%20Per%C3%BA.JPG
http://www.wikidata.org/entity/Q3675418,Perú,Perú,choritos a la chalaca,entrante típico de la cocina peruana,,,
http://www.wikidata.org/entity/Q19029,Perú,Perú,arroz con leche,postre hecho a base de arroz y leche,"leche de vaca, sal, azúcar, arroz","arroz, leche, azúcar, canela, vainilla",http://commons.wikimedia.org/wiki/Special:FilePath/Arroz%20con%20leche.png
http://www.wikidata.org/entity/Q5748955,Perú,Perú,carbonada,guiso,,,
http://www.wikidata.org/entity/Q5869227,Perú,Perú,frejol colado,dulce afroperuano,"panela, fríjol, azúcar, leche",,
http://www.wikidata.org/entity/Q108937158,Perú,Perú,causa ferreñafana,,,,
http://www.wikidata.org/entity/Q60499622,Perú,Perú,queso helado,postre helado peruano,"leche condensada, canela, leche",,
http://www.wikidata.org/entity/Q130101795,Perú,Perú,Pan de tres puntas,pan de trigo peruano,,,
http://www.wikidata.org/entity/Q5739896,Perú,Perú,caldo de bolas,sopa de la región costera de Ecuador,,,
http://www.wikidata.org/entity/Q56318198,Perú,Perú,pepián,guiso peruano de maíz,,,
http://www.wikidata.org/entity/Q532942,Perú,Perú,chorrillana,plato popular chileno,"tomate, carne de res, papas fritas, Allium cepa",,
http://www.wikidata.org/entity/Q3980014,Perú,Perú,tacacho con cecina,plato tradicional de la selva peruana,,,
http://www.wikidata.org/entity/Q3481297,Perú,Perú,shámbar,sopa típica peruana,trigo,,
http://www.wikidata.org/entity/Q6117020,Perú,Perú,sajta de pollo,Plato tradicional de Bolivia,"chuño, ají, pollo",,
http://www.wikidata.org/entity/Q6009527,Perú,Perú,melcocha,dulce español elaborado con la caña de azúcar y que pasó a las Américas con los conquistadores. Posiblemente su origen sea árabe,"panela, limón",,
http://www.wikidata.org/entity/Q1819455,Perú,Perú,locro,plato de la gastronomía sudamericana,carne,,
http://www.wikidata.org/entity/Q17083249,Perú,Perú,olluquito con charqui,guiso peruano,"charqui, Ullucus tuberosus",,
http://www.wikidata.org/entity/Q88079420,Perú,Perú,Camotillo,postre peruano,Ipomoea batatas,,
http://www.wikidata.org/entity/Q6074891,Perú,Perú,picante a la tacneña,,,,
http://www.wikidata.org/entity/Q9090624,Perú,Perú,turrón de Doña Pepa,dulce de la gastronomía peruana,,,
http://www.wikidata.org/entity/Q1146697,Perú,Perú,cuy chactao,,,,
http://www.wikidata.org/entity/Q132203185,Perú,Perú,chimbombo,sánguche con pescado,,,
http://www.wikidata.org/entity/Q702104,Perú,Perú,pimientos rellenos,plato de verdura rellena,"Capsicum, carne picada",,
http://www.wikidata.org/entity/Q5203061,Perú,Perú,mazamorra morada,postre típico peruano,maíz morado,,
http://www.wikidata.org/entity/Q1907985,Perú,Perú,sopa de cacahuete,,"Piper guineense, maní, cebolla, tomate, romero, laurel, jengibre",,
http://www.wikidata.org/entity/Q84955182,Perú,Perú,timpusca,sopa peruana,,,
http://www.wikidata.org/entity/Q7496557,Perú,Perú,shikashika,"helado hecho con hielo raspado, propio de Bolivia y Perú",hielo,,
http://www.wikidata.org/entity/Q3823549,Perú,Perú,suspiro de limeña,dulce peruano,manjar blanco (Hispanidad),,
http://www.wikidata.org/entity/Q109119426,Perú,Perú,locro peruano,,,,
http://www.wikidata.org/entity/Q21781581,Perú,Perú,pollada peruana,plato tradicional de Perú,,,
http://www.wikidata.org/entity/Q3948384,Perú,Perú,sangrecita,plato peruano hecho con sangre de pollo,sangre,,
http://www.wikidata.org/entity/Q89096394,Perú,Perú,cauche,plato peruano,,,
http://www.wikidata.org/entity/Q3815416,Perú,Perú,king kong de manjarblanco,dulce típico de la gastronomía del Perú,,,
http://www.wikidata.org/entity/Q61054366,Perú,Perú,arroz zambito,postre peruano,,,
http://www.wikidata.org/entity/Q5878377,Perú,Perú,cabrito,asado de cabrito ensartado por una barra de metal,,,
http://www.wikidata.org/entity/Q3129784,Perú,Perú,salchipapa,comida rápida de sur América,"salchicha, papas fritas",,
http://www.wikidata.org/entity/Q113141667,Perú,Perú,Caldo verde,sopa peruana,,,
http://www.wikidata.org/entity/Q2397393,Perú,Perú,picarón,dulces fritos,"panela, higo, harina de trigo, calabaza, Ipomoea batatas",,
http://www.wikidata.org/entity/Q81039705,Perú,Perú,mazamorra de cochino,postre peruano,,,
http://www.wikidata.org/entity/Q131048104,Perú,Perú,Sublime,chocolate,,,
http://www.wikidata.org/entity/Q27500854,Perú,Perú,Ceviche peruano,método de preparar ceviche en Perú,,,
http://www.wikidata.org/entity/Q1868851,Perú,Perú,lomo saltado,plato típico del Perú,"salsa de soya, ají amarillo, vinagre, carne",,
http://www.wikidata.org/entity/Q107306926,Perú,Perú,Chocolate Indígena,"nombre propio del chocolate original desde su fuente encontrado antes de 1644, marca comercial de los pueblos originarias",,,
http://www.wikidata.org/entity/Q62067066,Perú,Perú,tacacho,comida típica del Caribe y parte del Amazonas,,,
http://www.wikidata.org/entity/Q5759691,Perú,Perú,ceviche de chochos,ceviche vegetal de chochos consumido en Ecuador y Perú,"cebolla roja, Lupinus mutabilis",,
http://www.wikidata.org/entity/Q87741042,Perú,Perú,seco de chabelo,plato peruano,,,
http://www.wikidata.org/entity/Q6082412,Perú,Perú,ponderaciones,,,,
http://www.wikidata.org/entity/Q5977888,Perú,Perú,llunca de gallina,sopa típica de Perú,,,
http://www.wikidata.org/entity/Q5706324,Perú,Perú,arroz con pato,,"Semillas de cilantro, pato, arroz",,
http://www.wikidata.org/entity/Q42417761,Perú,Perú,aguadito de pollo,sopa de pollo peruana,"maíz, Semillas de cilantro, pollo",,
http://www.wikidata.org/entity/Q105590538,Perú,Perú,huevo chimbo,,,,
http://www.wikidata.org/entity/Q2943124,Perú,Perú,Causa a la limeña,plato peruano,,,
http://www.wikidata.org/entity/Q2967656,Perú,Perú,chupe,"Sopa de Ecuador, Chile y Perú",carne,,
http://www.wikidata.org/entity/Q917761,Perú,Perú,dulce de leche,caramelo en forma de mermelada a base de leche,leche,leche,http://commons.wikimedia.org/wiki/Special:FilePath/DulceDeLeche.jpg
http://www.wikidata.org/entity/Q3753984,Perú,Perú,tacu-tacu,"plato típico del Perú hecho a base de arroz cocido, menestras y sofrito",,,
http://www.wikidata.org/entity/Q3368446,Perú,Perú,pastel de papa,plato a base de carne picada y puré de papas,,"carne de res, cebolla, puré de papas",http://commons.wikimedia.org/wiki/Special:FilePath/Pastel%20de%20Papas.jpg
http://www.wikidata.org/entity/Q1057953,Perú,Perú,ceviche,"platillo a base de pescado crudo marinado, tomate, cebolla, ajíes y especias","mariscos, pimienta, pescado, jugo de limón, Coriandrum sativum, maíz",,
http://www.wikidata.org/entity/Q5202905,Perú,Perú,sopa wantán,,Wantán,,
http://www.wikidata.org/entity/Q28504005,Perú,Perú,Malarrabia,puré dulce típico del Perú,"ají amarillo, ajo, aderezo peruano, Epinephelus, arroz blanco, Bixa orellana, plátano macho, Allium cepa",,
http://www.wikidata.org/entity/Q67769796,Perú,Perú,natillas piuranas,dulce peruano,,,
http://www.wikidata.org/entity/Q2665744,Perú,Perú,humita,"comida tradicional en Chile, Perú, Argentina, Bolivia, Ecuador y Colombia","cebolla, maíz, mantequilla, Ocimum basilicum",Fubá,http://commons.wikimedia.org/wiki/Special:FilePath/Humitas.jpg
http://www.wikidata.org/entity/Q28501338,Perú,Perú,Bizcocho Chancay,"panecillo dulce típico de Chancay, Perú",,,
http://www.wikidata.org/entity/Q105647365,Perú,Perú,Muyuchi,postre peruano,,,
http://www.wikidata.org/entity/Q3545686,Perú,Perú,mote,nombre genérico de los cereales y legumbres cocidos en agua,,maíz,http://commons.wikimedia.org/wiki/Special:FilePath/Mote%20hervido%2017052010.JPG
http://www.wikidata.org/entity/Q64594571,Perú,Perú,bola de oro,postre peruano,,,
http://www.wikidata.org/entity/Q2395974,Perú,Perú,Ají de gallina,plato peruano,carne,"nuez, curcumina, ají amarillo, papa",http://commons.wikimedia.org/wiki/Special:FilePath/Aj%C3%AD%20de%20gallina.jpg
http://www.wikidata.org/entity/Q3907609,Perú,Perú,pollo a la brasa,pollo asado típico de la gastronomía peruana,carne de pollo,,
http://www.wikidata.org/entity/Q61037096,Perú,Perú,caldo de carachama,comida típica de las comunidades amazónicas del Ecuador y Perú,Pseudorinelepis genibarbis,,
http://www.wikidata.org/entity/Q89189433,Perú,Perú,escribano,plato peruano,,,
http://www.wikidata.org/entity/Q106115529,Perú,Perú,timpu,plato típico de la gastronomía andina,,,
http://www.wikidata.org/entity/Q5406515,Perú,Perú,patasca,tipo de sopa de la gastronomía sudamericana,mote,,
http://www.wikidata.org/entity/Q2937886,Perú,Perú,carapulca,plato típico peruano,,,
http://www.wikidata.org/entity/Q5768502,Perú,Perú,chumbeque,tipo de dulce chileno y peruano,"huevo, harina, miel",,
http://www.wikidata.org/entity/Q89402220,Perú,Perú,huevos a la rabona,sandwich peruano,"salsa criolla, Huevo frito, pan",,
http://www.wikidata.org/entity/Q89406934,Perú,Perú,inchicapi,sopa peruana,,,
http://www.wikidata.org/entity/Q65564214,Perú,Perú,patitas con maní,plato de casquería de Perú,"papa, Arachis hypogaea, manos de cerdo",,
http://www.wikidata.org/entity/Q3277835,Perú,Perú,pastel de choclo,masa de maíz horneada típica de diversas gastronomías sudamericanas,papa,"huevo, carne de res, cebolla, maíz",http://commons.wikimedia.org/wiki/Special:FilePath/Pastel%20de%20choclo.jpg
http://www.wikidata.org/entity/Q20024826,Perú,Perú,solterito,entrante o piqueo típico de la gastronomía arequipeña,"papa, Habas, Solanum lycopersicum, queso",,
http://www.wikidata.org/entity/Q66604754,Perú,Perú,menestrón,sopa italoperuana,,,
http://www.wikidata.org/entity/Q28517700,Perú,Perú,ajiaco,guiso peruano,,,
http://www.wikidata.org/entity/Q564722,Perú,Perú,charqui,carne seca andina,,,
http://www.wikidata.org/entity/Q5203376,Perú,Perú,teja,dulce peruano,"manjar blanco (Hispanidad), Carya illinoinensis",,
http://www.wikidata.org/entity/Q2778993,Perú,Perú,ocopa,"plato peruano a base de huacatay, ají y papas","queso fresco, Tagetes minuta, ají amarillo, leche evaporada",,
http://www.wikidata.org/entity/Q116778899,Perú,Perú,Chocolate de Cacao,chocolate producido de los granos de Theobroma cacao,,,
http://www.wikidata.org/entity/Q5766593,Perú,Perú,chinguirito,plato derivado del ceviche peruano,Rhinobatidae,,
http://www.wikidata.org/entity/Q7562813,Perú,Perú,sopa teóloga,,pan blanco,,
http://www.wikidata.org/entity/Q4796280,Perú,Perú,arroz chaufa,arroz frito sino-peruano,,"arroz, carne de pollo, huevo de gallina",http://commons.wikimedia.org/wiki/Special:FilePath/Arroz%20chaufa%20simple.JPG
http://www.wikidata.org/entity/Q64555345,Perú,Perú,parihuela,sopa de pescado y marisco de Perú,,,
http://www.wikidata.org/entity/Q66330986,Perú,Perú,guargüero,postre frito de Perú,,,
http://www.wikidata.org/entity/Q19716076,Perú,Perú,pan con chicharrón,bocadillo peruano,,,
http://www.wikidata.org/entity/Q66426184,Perú,Perú,arroz tapado,plato típico de la gastronomía peruana,,,
http://www.wikidata.org/entity/Q105659501,Perú,Perú,Pan chapla,tipo de pan en Perú,,,
http://www.wikidata.org/entity/Q3948086,Perú,Perú,sancochado,plato típico peruano,,,
http://www.wikidata.org/entity/Q66425668,Perú,Perú,sanguito,,,,
http://www.wikidata.org/entity/Q5736147,Perú,Perú,butifarra,sándwich peruano,"salsa criolla, jamón del país, marraqueta",,
http://www.wikidata.org/entity/Q938682,Perú,Perú,alfajor,postre dulce,"mermelada de leche, harina",,
http://www.wikidata.org/entity/Q92298243,Perú,Perú,caramanduca,bizcocho peruano,,,
http://www.wikidata.org/entity/Q5068113,Perú,Perú,chairo,"sopa de origen andino, tradicional en paises que abarcan la región andina",chuño,,
http://www.wikidata.org/entity/Q98210440,Perú,Perú,sopa a la minuta,,,,
http://www.wikidata.org/entity/Q5070230,Perú,Perú,champús,"bebida típica de Perú, Ecuador y Colombia",,,
http://www.wikidata.org/entity/Q1995435,Perú,Perú,tiradito,plato típico peruano,"jugo de lima, pescado",,
http://www.wikidata.org/entity/Q6150972,Perú,Perú,torta helada,postre,,,
http://www.wikidata.org/entity/Q5925980,Perú,Perú,jamón del país,,,,
http://www.wikidata.org/entity/Q6100269,Perú,Perú,ranfañote,budín de pan de Perú,"panela, nuez, Carya illinoinensis, pan",,
http://www.wikidata.org/entity/Q6169641,Perú,Perú,yacuchupe,sopa típica de la sierra central peruana,,,
http://www.wikidata.org/entity/Q432308,Perú,Perú,papa a la huancaína,platillo de origen peruano,,,
http://www.wikidata.org/entity/Q5706318,Perú,Perú,arroz con marisco,plato de arroz acompañado de varios tipos de marisco,,,
